PartitionKey,RowKey,Valdistrikt_namn,Vallokal_namn,Adress,Postnr,Postort,Latitud,Longitud,Adress_geo
3,3114,Vällingby 14 Kälvesta Ö,Björnbodaskolan,Skogsnävegränd 3,162 45,Vällingby,59.3789104,17.8509558,Skogsnävegränd 3
3,3115,Vällingby 15 Vinsta V,Björnbodaskolan,Skogsnävegränd 3,162 45,Vällingby,59.3789104,17.8509558,Skogsnävegränd 3
3,3116,Vällingby 16 Vinsta Ö,Björnbodaskolan,Skogsnävegränd 3,162 45,Vällingby,59.3789104,17.8509558,Skogsnävegränd 3
3,3117,Vällingby 17 Råcksta gård,Vällingbyskolan,Offerdalsgatan 1-7,162 12,Vällingby,59.3632632,17.8811483,Offerdalsgatan 1-7
3,3118,Vällingby 18 Nälsta gård,Vinstaskolan,Vinsta Skolgränd 3,162 70,Vällingby,59.3775713,17.8743225,Vinsta Skolgränd 3
3,3119,Vällingby 19 Vällingby mellersta,S:t Jakobi gymn/Alazharsk,Kirunagatan 22-28,162 68,Vällingby,59.3651082,17.8668261,Kirunagatan 22-28
3,3401,Enskede 1 Årsta gård,Årstaskolan,Hjälmarsvägen 16,120 53,Årsta,59.2994186,18.0540198,Hjälmarsvägen 16
3,3402,Enskede 2 Årstaliden,Årstaskolan,Hjälmarsvägen 16,120 53,Årsta,59.2994186,18.0540198,Hjälmarsvägen 16
3,3403,Enskede 3 Storsjövägen mm,Årstaskolan,Hjälmarsvägen 16,120 53,Årsta,59.2994186,18.0540198,Hjälmarsvägen 16
3,3404,Enskede 4 Årsta kyrka,Årstaskolan,Hjälmarsvägen 16,120 53,Årsta,59.2994186,18.0540198,Hjälmarsvägen 16
3,3405,Enskede 5 Årstafältet,Årstaskolan,Hjälmarsvägen 16,120 53,Årsta,59.2994186,18.0540198,Hjälmarsvägen 16
3,3406,Enskede 6 Valla torg,Årstaskolan,Hjälmarsvägen 16,120 53,Årsta,59.2994186,18.0540198,Hjälmarsvägen 16
3,3407,Enskede 7 Långhalsvägen mm,Årstaskolan,Hjälmarsvägen 16,120 53,Årsta,59.2994186,18.0540198,Hjälmarsvägen 16
3,3408,Enskede 8 Årstaskogen,Årstaskolan,Hjälmarsvägen 16,120 53,Årsta,59.2994186,18.0540198,Hjälmarsvägen 16
3,3409,Enskede 9 Skanskvarn,Gullmarsplans-/Värmdö gymn.,Simlångsvägen 26,120 39,Johanneshov,59.2994837,18.0768312,Simlångsvägen 26
3,3410,Enskede 10 Bolmensvägen mm,Gullmarsplans-/Värmdö gymn.,Simlångsvägen 26,120 39,Johanneshov,59.2994837,18.0768312,Simlångsvägen 26
3,3411,Enskede 11 Gullmarsplan,Gullmarsplans-/Värmdö gymn.,Simlångsvägen 26,120 39,Johanneshov,59.2994837,18.0768312,Simlångsvägen 26
3,3412,Enskede 12 Skärmarbrink,Gullmarsplans-/Värmdö gymn.,Simlångsvägen 26,120 39,Johanneshov,59.2994837,18.0768312,Simlångsvägen 26
3,3413,Enskede 13 Blåsut,Gullmarsplans-/Värmdö gymn.,Simlångsvägen 26,120 39,Johanneshov,59.2994837,18.0768312,Simlångsvägen 26
3,3414,Enskede 14 Globen,Gullmarsplans-/Värmdö gymn.,Simlångsvägen 26,120 39,Johanneshov,59.2994837,18.0768312,Simlångsvägen 26
3,3415,Enskede 15 Enskede Gård N,Enskedefältets Skola,Sockenvägen 370,122 63,Enskede,59.2828119,18.0690641,Sockenvägen 370
3,3416,Enskede 16 Enskede Gård S,Enskedefältets Skola,Sockenvägen 370,122 63,Enskede,59.2828119,18.0690641,Sockenvägen 370
3,3417,Enskede 17 Enskedefältet,Enskedefältets Skola,Sockenvägen 370,122 63,Enskede,59.2828119,18.0690641,Sockenvägen 370
3,3418,Enskede 18 Gamla Enskede S,Enskede Skola,Stockholmsvägen 30,122 62,Enskede,59.283006,18.085121,Stockholmsvägen 30
3,3419,Enskede 19 Gamla Enskede N,Enskede Skola,Stockholmsvägen 30,122 62,Enskede,59.283006,18.085121,Stockholmsvägen 30
3,3420,Enskede 20 Skogskyrkogården,Enskede Skola,Stockholmsvägen 30,122 62,Enskede,59.283006,18.085121,Stockholmsvägen 30
3,3421,Enskede 21 Dalen N,Dalens kvartersgård,Dalgränd 13,121 30,Enskededalen,59.2890027,18.0958199,Dalgränd 13
3,3422,Enskede 22 Dalen S,Enskededalens servicehus,Bersågränd 11,121 31,Enskededalen,59.2857041,18.0953879,Bersågränd 11
3,3423,Enskede 23 Enskede IP,Enskede skola,Stockholmsvägen 30,122 62,Enskede,59.283006,18.085121,Stockholmsvägen 30
3,3424,Enskede 24 Dalen V,Enskededalens servicehus,Bersågränd 11,121 31,Enskededalen,59.2857041,18.0953879,Bersågränd 11
3,3601,Skarpnäck 1 Bagarmossen S,Bagarmossens Folkets Hus,Lillåvägen 44,128 45,Bagarmossen,59.2768688,18.1327953,Lillåvägen 44
3,3602,Skarpnäck 2 Brotorp,Bagarmossens Folkets Hus,Lillåvägen 44,128 45,Bagarmossen,59.2768688,18.1327953,Lillåvägen 44
3,3603,Skarpnäck 3 Ljusnevägen mm,Bagarmossens Folkets Hus,Lillåvägen 44,128 45,Bagarmossen,59.2768688,18.1327953,Lillåvägen 44
3,3604,Skarpnäck 4 Bergsrådsvägen mm,Bagarmossens Folkets Hus,Lillåvägen 44,128 45,Bagarmossen,59.2768688,18.1327953,Lillåvägen 44
3,3605,Skarpnäck 5 Bagarmossen N,Bagarmossens Folkets Hus,Lillåvägen 44,128 45,Bagarmossen,59.2768688,18.1327953,Lillåvägen 44
3,3606,Skarpnäck 6 Bagarmossen C,Bagarmossens Folkets Hus,Lillåvägen 44,128 45,Bagarmossen,59.2768688,18.1327953,Lillåvägen 44
3,3607,Skarpnäck 7 Skarpnäcks trädgårdsstad,Skarpnäcks Skola,Kärrtorpsvägen 95,121 55,Johanneshov,59.2820833,18.1133401,Kärrtorpsvägen 95
3,3608,Skarpnäck 8 Enskededalen Ö,Skarpnäcks Skola,Kärrtorpsvägen 95,121 55,Johanneshov,59.2820833,18.1133401,Kärrtorpsvägen 95
3,3609,Skarpnäck 9 Kärrtorp S,Skarpnäcks Skola,Kärrtorpsvägen 95,121 55,Johanneshov,59.2820833,18.1133401,Kärrtorpsvägen 95
3,3610,Skarpnäck 10 Kärrtorp N,Kärrtorps gymnasium,Karlsövägen 9,121 55,Johanneshov,59.2864725,18.1134247,Karlsövägen 9
3,3611,Skarpnäck 11 Björkhagen Ö,Björkhagens Skola,Karlskronavägen 10,121 52,Johanneshov,59.2941212,18.1174168,Karlskronavägen 10
3,3612,Skarpnäck 12 Björkhagen V,Björkhagens Skola,Karlskronavägen 10,121 52,Johanneshov,59.2941212,18.1174168,Karlskronavägen 10
3,3613,Skarpnäck 13 Björkhagen N,Björkhagens Skola,Karlskronavägen 10,121 52,Johanneshov,59.2941212,18.1174168,Karlskronavägen 10
3,3614,Skarpnäck 14 Hammarbyhöjden S,Hammarbyskolan,Finn Malmgrens väg 5-7,121 36,Johanneshov,59.2957893,18.1004453,Finn Malmgrens väg 5-7
3,3615,Skarpnäck 15 Hammarbyhöjden C,Hammarbyskolan,Finn Malmgrens väg 5-7,121 36,Johanneshov,59.2957893,18.1004453,Finn Malmgrens väg 5-7
3,3616,Skarpnäck 16 Hammarbyhöjden Ö,Hammarbyskolan,Finn Malmgrens väg 5-7,121 36,Johanneshov,59.2957893,18.1004453,Finn Malmgrens väg 5-7
3,3617,Skarpnäck 17 Hammarbyhöjden V,Hammarbyskolan,Finn Malmgrens väg 5-7,121 36,Johanneshov,59.2957893,18.1004453,Finn Malmgrens väg 5-7
3,3618,Skarpnäck 18 Skarpa by mm,Skarpabyskolan,Uppvindsgatan 1,128 33,Skarpnäck,59.2678608,18.134009,Uppvindsgatan 1
3,3619,Skarpnäck 19 Skarpnäck Ö-Orhem,Skarpabyskolan,Uppvindsgatan 1,128 33,Skarpnäck,59.2678608,18.134009,Uppvindsgatan 1
3,3620,Skarpnäck 20 Horisontvägen norra mm,Skarpabyskolan,Uppvindsgatan 1,128 33,Skarpnäck,59.2678608,18.134009,Uppvindsgatan 1
3,3621,Skarpnäck 21 Pungpinan mm,Skarpabyskolan,Uppvindsgatan 1,128 33,Skarpnäck,59.2678608,18.134009,Uppvindsgatan 1
3,3622,Skarpnäck 22 Hammarbyhöjden N,Hammarbyskolan,Finn Malmgrens väg 5-7,121 36,Johanneshov,59.2957893,18.1004453,Finn Malmgrens väg 5-7
3,3623,Skarpnäck 23 Skarpnäck C,Skarpabyskolan,Uppvindsgatan 1,128 33,Skarpnäck,59.2678608,18.134009,Uppvindsgatan 1
3,3624,Skarpnäck 24 Bagarmossen V,Bagarmossens Folkets Hus,Lillåvägen 44,128 45,Bagarmossen,59.2768688,18.1327953,Lillåvägen 44
3,3625,Skarpnäck 25 Enskededalen V,Skarpnäcks skola,Kärrtorpsvägen 95,121 55,Johanneshov,59.2820833,18.1133401,Kärrtorpsvägen 95
3,3626,Skarpnäck 26 Kärrtorp C,Kärrtorps gymnasium,Karlsövägen 9,121 55,Johanneshov,59.2864725,18.1134247,Karlsövägen 9
3,3627,Skarpnäck 27 Björkhagen mellersta,Björkhagens skola,Karlskronavägen 10,121 52,Johanneshov,59.2941212,18.1174168,Karlskronavägen 10
3,3801,Hässelby 1 Hässelby Strand V,Maltesholmsskolan,Persikogatan 44-46,165 63,Hässelby,59.363003,17.8314472,Persikogatan 44-46
3,3802,Hässelby 2 Hässelby Strand S,Maltesholmsskolan,Persikogatan 44-46,165 63,Hässelby,59.363003,17.8314472,Persikogatan 44-46
3,3803,Hässelby 3 Hässelby Strand N,Maltesholmsskolan,Persikogatan 44-46,165 63,Hässelby,59.363003,17.8314472,Persikogatan 44-46
3,3804,Hässelby 4 Hässelby Strand Ö,Maltesholmsskolan,Persikogatan 44-46,165 63,Hässelby,59.363003,17.8314472,Persikogatan 44-46
3,3805,Hässelby 5 Hässelby Gård S,Hässelbygårdsskolan,Loviselundsvägen 10-16,165 59,Hässelby,59.3688014,17.8406398,Loviselundsvägen 10-16
3,3806,Hässelby 6 Hässelby Gård Ö,Hässelbygårdsskolan,Loviselundsvägen 10-16,165 59,Hässelby,59.3688014,17.8406398,Loviselundsvägen 10-16
3,3807,Hässelby 7 Hässelby Gård N,Hässelbygårdsskolan,Loviselundsvägen 10-16,165 59,Hässelby,59.3688014,17.8406398,Loviselundsvägen 10-16
3,3808,Hässelby 8 Hässelby Gård C,Hässelbygårdsskolan,Loviselundsvägen 10-16,165 59,Hässelby,59.3688014,17.8406398,Loviselundsvägen 10-16
3,3809,Hässelby 9 Hässelby Gård V,Smedshagsskolan,Smedshagsvägen 3,165 73,Hässelby,59.3784493,17.824714,Smedshagsvägen 3
3,3810,Hässelby 10 Hby Villastad mellersta,Hässelby Villastads Skola,Riddersviksvägen 132,165 72,Hässelby,59.3787404,17.8110375,Riddersviksvägen 132
3,3811,Hässelby 11 Hässelby Villastad V,Hässelby Villastads Skola,Riddersviksvägen 132,165 72,Hässelby,59.3787404,17.8110375,Riddersviksvägen 132
3,3812,Hässelby 12 Hässelby Villastad Ö,Hässelby Villastads Skola,Riddersviksvägen 132,165 72,Hässelby,59.3787404,17.8110375,Riddersviksvägen 132
3,3813,Hässelby 13 Hässelby Villastad NV,Backluraskolan,Brunklövergränd 12,165 77,Hässelby,59.3918577,17.816648,Brunklövergränd 12
3,3814,Hässelby 14 Lövsta,Backluraskolan,Brunklövergränd 12,165 77,Hässelby,59.3918577,17.816648,Brunklövergränd 12
3,3815,Hässelby 15 Backlura N,Backluraskolan,Brunklövergränd 12,165 77,Hässelby,59.3918577,17.816648,Brunklövergränd 12
3,3816,Hässelby 16 Backlura S,Backluraskolan,Brunklövergränd 12,165 77,Hässelby,59.3918577,17.816648,Brunklövergränd 12
3,3817,Hässelby 17 Hässelby Villastad NÖ,Smedshagsskolan,Smedshagsvägen 3,165 73,Hässelby,59.3784493,17.824714,Smedshagsvägen 3
3,3818,Hässelby 18 Smedshagen,Smedshagsskolan,Smedshagsvägen 3,165 73,Hässelby,59.3784493,17.824714,Smedshagsvägen 3
3,3819,Hässelby 19 Hässelby Villastad S,Hässelby villastads skola,Riddersviksvägen 132,165 72,Hässelby,59.3787404,17.8110375,Riddersviksvägen 132
3,3820,Hässelby 20 Hässelby mellersta,Hässelbygårdsskolan,Loviselundsvägen 10-16,165 59,Hässelby,59.3688014,17.8406398,Loviselundsvägen 10-16
3,3901,Hägersten 1 Nybohov V,Nybohovsskolan,Nybohovsbacken 57-59,117 64,Stockholm,59.3075191,18.0159341,Nybohovsbacken 57-59
3,3902,Hägersten 2 Nybohov Ö,Nybohovsskolan,Nybohovsbacken 57-59,117 64,Stockholm,59.3075191,18.0159341,Nybohovsbacken 57-59
3,3903,Hägersten 3 Stora Fågelsången,Blommensbergsskolan,Blommensbergsvägen 116,117 65,Stockholm,59.3112796,18.0083681,Blommensbergsvägen 116
3,3904,Hägersten 4 Gröndal C,Blommensbergsskolan,Blommensbergsvägen 116,117 65,Stockholm,59.3112796,18.0083681,Blommensbergsvägen 116
3,3905,Hägersten 5 Gröndal V,Ekensbergsskolan,Gröndalsvägen 151-155,117 69,Stockholm,59.3139607,17.987982,Gröndalsvägen 151-155
3,3906,Hägersten 6 Ekensberg,Ekensbergsskolan,Gröndalsvägen 151-155,117 69,Stockholm,59.3139607,17.987982,Gröndalsvägen 151-155
3,3907,Hägersten 7 Gröndal N,Blommensbergsskolan,Blommensbergsvägen 116,117 65,Stockholm,59.3112796,18.0083681,Blommensbergsvägen 116
3,3908,Hägersten 8 Aspudden Ö,Aspuddens Skola,Blommensbergsvägen 166,126 51,Hägersten,59.3092552,17.9982338,Blommensbergsvägen 166
3,3909,Hägersten 9 Aspudden C,Aspuddens Skola,Blommensbergsvägen 166,126 51,Hägersten,59.3092552,17.9982338,Blommensbergsvägen 166
3,3910,Hägersten 10 Örnsberg,Aspuddens Skola,Blommensbergsvägen 166,126 51,Hägersten,59.3092552,17.9982338,Blommensbergsvägen 166
3,3911,Hägersten 11 Vinterviken,Aspuddens Skola,Blommensbergsvägen 166,126 51,Hägersten,59.3092552,17.9982338,Blommensbergsvägen 166
3,3912,Hägersten 12 Midsommarkransen N,Västbergaskolan,Klensmedsvägen 2,126 37,Hägersten,59.2959956,18.0002575,Klensmedsvägen 2
3,3913,Hägersten 13 Telefonplan,Västbergaskolan,Klensmedsvägen 2,126 37,Hägersten,59.2959956,18.0002575,Klensmedsvägen 2
3,3914,Hägersten 14 Midsommarkransen S,Midsommarkransens gymnasium,Tellusborgsvägen 10,126 32,Hägersten,59.3037139,18.0149645,Tellusborgsvägen 10
3,3915,Hägersten 15 Svandammen,Midsommarkransens gymnasium,Tellusborgsvägen 10,126 32,Hägersten,59.3037139,18.0149645,Tellusborgsvägen 10
3,3916,Hägersten 16 Midsommarkransen C,Midsommarkransens gymnasium,Tellusborgsvägen 10,126 32,Hägersten,59.3037139,18.0149645,Tellusborgsvägen 10
3,3917,Hägersten 17 Korpmossen,Västbergaskolan,Klensmedsvägen 2,126 37,Hägersten,59.2959956,18.0002575,Klensmedsvägen 2
3,3918,Hägersten 18 Västberga V,Västbergaskolan,Klensmedsvägen 2,126 37,Hägersten,59.2959956,18.0002575,Klensmedsvägen 2
3,3919,Hägersten 19 Hägerstensåsen S,Hägerstensåsens skola,Sedelvägen 30,129 32,Hägersten,59.29624,17.9818364,Sedelvägen 30
3,3920,Hägersten 20 Hägerstensåsen Ö,Hägerstensåsens skola,Sedelvägen 30,129 32,Hägersten,59.29624,17.9818364,Sedelvägen 30
3,3921,Hägersten 21 Hägerstensåsen V,Hägerstensåsens skola,Sedelvägen 30,129 32,Hägersten,59.29624,17.9818364,Sedelvägen 30
3,3922,Hägersten 22 Hägerstensåsen N,Hägerstensåsens skola,Sedelvägen 30,129 32,Hägersten,59.29624,17.9818364,Sedelvägen 30
3,3923,Hägersten 23 Hägerstenshamnen,Hägerstenshamnens skola,Selmedalsringen 5,129 36,Hägersten,59.3074103,17.9783817,Selmedalsringen 5
3,3924,Hägersten 24 Axelsberg,Hägerstenshamnens skola,Selmedalsringen 5,129 36,Hägersten,59.3074103,17.9783817,Selmedalsringen 5
3,3925,Hägersten 25 Mälarhöjden Ö,Hägerstenshamnens skola,Selmedalsringen 5,129 36,Hägersten,59.3074103,17.9783817,Selmedalsringen 5
3,3926,Hägersten 26 Mälarhöjden mellersta,Mälarhöjdens skola,Lugntorpsvägen 2,129 44,Hägersten,59.297118,17.9572531,Lugntorpsvägen 2
3,3927,Hägersten 27 Mälarhöjden N,Mälarhöjdens skola,Lugntorpsvägen 2,129 44,Hägersten,59.297118,17.9572531,Lugntorpsvägen 2
3,3928,Hägersten 28 Mälarhöjden S,Mälarhöjdens skola,Lugntorpsvägen 2,129 44,Hägersten,59.297118,17.9572531,Lugntorpsvägen 2
3,3929,Hägersten 29 Nybodahöjden-Årstaberg,Årstadalsskolan,Sjöviksbacken 19,117 43,Stockholm,59.3049792,18.0314636,Sjöviksbacken 19
3,3930,Hägersten 30 Trekanten,Blommensbergsskolan,Blommensbergsvägen 116,117 65,Stockholm,59.3112796,18.0083681,Blommensbergsvägen 116
3,3931,Hägersten 31 Årstaäng,Årstadalsskolan,Sjöviksbacken 19,117 43,Stockholm,59.3049792,18.0314636,Sjöviksbacken 19
3,3932,Hägersten 32 Sjövikskajen,Årstadalsskolan,Sjöviksbacken 19,117 43,Stockholm,59.3049792,18.0314636,Sjöviksbacken 19
3,3933,Hägersten 33 Aspudden N,Aspuddens skola,Blommensbergsvägen 166,126 51,Hägersten,59.3092552,17.9982338,Blommensbergsvägen 166
3,3934,Hägersten 34 Klubbacken mm,Mälarhöjdens skola,Lugntorpsvägen 2,129 44,Hägersten,59.297118,17.9572531,Lugntorpsvägen 2
3,3935,Hägersten 35 Midsommarkransen Ö,Midsommarkransens gymnasium,Tellusborgsvägen 10,126 32,Hägersten,59.3037139,18.0149645,Tellusborgsvägen 10
3,3936,Hägersten 36 Västberga Ö,Västbergaskolan,Klensmedsvägen 2,126 37,Hägersten,59.2959956,18.0002575,Klensmedsvägen 2
3,3937,Hägersten 37 Årstadal S,Årstadalsskolan,Sjöviksbacken 19,117 43,Stockholm,59.3049792,18.0314636,Sjöviksbacken 19
3,3938,Hägersten 38 Gösta Ekmans väg mm,Hägerstenshamnens skola,Selmedalsringen 5,129 36,Hägersten,59.3074103,17.9783817,Selmedalsringen 5
3,3939,Hägersten 39 Liljeholmstorget,Nybohovsskolan,Nybohovsbacken 57-59,117 64,Stockholm,59.3075191,18.0159341,Nybohovsbacken 57-59
3,3940,Hägersten 40 Hökmossen,Västbergaskolan,Klensmedsvägen 2,126 37,Hägersten,59.2959956,18.0002575,Klensmedsvägen 2
3,3941,Hägersten 41 Aspudden mellersta,Aspuddens skola,Blommensbergsvägen 166,126 51,Hägersten,59.3092552,17.9982338,Blommensbergsvägen 166
4,4001,Skärholmen 1 Bredäng NÖ,Bredängsskolan,Concordiavägen 15,127 32,Skärholmen,59.2942748,17.9365122,Concordiavägen 15
4,4002,Skärholmen 2 Bredäng NV,Bredängsskolan,Concordiavägen 15,127 32,Skärholmen,59.2942748,17.9365122,Concordiavägen 15
4,4003,Skärholmen 3 Bredäng V,Bredängsskolan,Concordiavägen 15,127 32,Skärholmen,59.2942748,17.9365122,Concordiavägen 15
4,4004,Skärholmen 4 Bredäng Ö,Bredängsskolan,Concordiavägen 15,127 32,Skärholmen,59.2942748,17.9365122,Concordiavägen 15
4,4005,Skärholmen 5 Bredäng S,Bredängsskolan,Concordiavägen 15,127 32,Skärholmen,59.2942748,17.9365122,Concordiavägen 15
4,4006,Skärholmen 6 Sätra N,Sätraskolan,Bogsätravägen 46,127 38,Skärholmen,59.2848007,17.9176983,Bogsätravägen 46
4,4007,Skärholmen 7 Sätra mellersta,Sätraskolan,Bogsätravägen 46,127 38,Skärholmen,59.2848007,17.9176983,Bogsätravägen 46
4,4008,Skärholmen 8 Sätra S,Sätraskolan,Bogsätravägen 46,127 38,Skärholmen,59.2848007,17.9176983,Bogsätravägen 46
4,4009,Skärholmen 9 Vårberg mellersta,Söderholmsskolan,Våruddsringen 202,127 41,Skärholmen,59.2770225,17.8773436,Våruddsringen 202
4,4010,Skärholmen 10 Portholmsgången mm,Skärholmens Gymnasium,Bredholmstorget 4,127 48,Skärholmen,59.2751943,17.9046599,Bredholmstorget 4
4,4011,Skärholmen 11 Ekholmshöjden,Skärholmens Gymnasium,Bredholmstorget 4,127 48,Skärholmen,59.2751943,17.9046599,Bredholmstorget 4
4,4012,Skärholmen 12 Skärholmen S,Skärholmens Gymnasium,Bredholmstorget 4,127 48,Skärholmen,59.2751943,17.9046599,Bredholmstorget 4
4,4013,Skärholmen 13 Skärholmens gård,Skärholmens Gymnasium,Bredholmstorget 4,127 48,Skärholmen,59.2751943,17.9046599,Bredholmstorget 4
4,4014,Skärholmen 14 Stångholmsbacken mm,Förskolan Lilla Världen,Rönnholmsgränd 42,127 43,Skärholmen,59.2764036,17.8831179,Rönnholmsgränd 42
4,4015,Skärholmen 15 Vårberg S,Förskolan Lilla Världen,Rönnholmsgränd 42,127 43,Skärholmen,59.2764036,17.8831179,Rönnholmsgränd 42
4,4016,Skärholmen 16 Storholmsbackarna mm,Förskolan Lilla Världen,Rönnholmsgränd 42,127 43,Skärholmen,59.2764036,17.8831179,Rönnholmsgränd 42
4,4017,Skärholmen 17 Vårberg V,Söderholmsskolan,Våruddsringen 202,127 41,Skärholmen,59.2770225,17.8773436,Våruddsringen 202
4,4018,Skärholmen 18 Sätra gård,Sätraskolan,Bogsätravägen 46,127 38,Skärholmen,59.2848007,17.9176983,Bogsätravägen 46
4,4019,Skärholmen 19 Skärholmsterassen,Skärholmens gymnasium,Bredholmstorget 4,127 48,Skärholmen,59.2751943,17.9046599,Bredholmstorget 4
4,4101,Spånga 1 Sundby,Sundbyskolan,Sundbyvägen 88-98,163 44,Spånga,59.3699382,17.9184145,Sundbyvägen 88-98
4,4102,Spånga 2 Flysta,Sundbyskolan,Sundbyvägen 88-98,163 44,Spånga,59.3699382,17.9184145,Sundbyvägen 88-98
4,4103,Spånga 3 Solhem Ö,Spånga Gymnasium,Solhemsvägen 48-58,163 54,Spånga,59.3786377,17.8938301,Solhemsvägen 48-58
4,4104,Spånga 4 Solhem S,Spånga Gymnasium,Solhemsvägen 48-58,163 54,Spånga,59.3786377,17.8938301,Solhemsvägen 48-58
4,4105,Spånga 5 Solhem V,Spånga Gymnasium,Solhemsvägen 48-58,163 54,Spånga,59.3786377,17.8938301,Solhemsvägen 48-58
4,4106,Spånga 6 Solhem N,Spånga Gymnasium,Solhemsvägen 48-58,163 54,Spånga,59.3786377,17.8938301,Solhemsvägen 48-58
4,4107,Spånga 7 Bromsten N,Fristads Servicehus,Cervins Väg 15,163 58,Spånga,59.3789059,17.9186266,Cervins Väg 15
4,4108,Spånga 8 Bromsten mellersta,Fristads Servicehus,Cervins Väg 15,163 58,Spånga,59.3789059,17.9186266,Cervins Väg 15
4,4109,Spånga 9 Bromsten S,Fristads Servicehus,Cervins Väg 15,163 58,Spånga,59.3789059,17.9186266,Cervins Väg 15
4,4110,Spånga 10 Hjulsta V,Hjulstaskolan,Hjulsta Backar 6,163 65,Spånga,59.3966492,17.8890906,Hjulsta Backar 6
4,4111,Spånga 11 Erikslund,Hjulstaskolan,Hjulsta Backar 6,163 65,Spånga,59.3966492,17.8890906,Hjulsta Backar 6
4,4112,Spånga 12 Nydal,Enbacksskolan,Uppingegränd 27-33,163 61,Spånga,59.3904109,17.905576,Uppingegränd 27-33
4,4113,Spånga 13 Tensta C,Enbacksskolan,Uppingegränd 27-33,163 61,Spånga,59.3904109,17.905576,Uppingegränd 27-33
4,4114,Spånga 14 Gullinge,Enbacksskolan,Uppingegränd 27-33,163 61,Spånga,59.3904109,17.905576,Uppingegränd 27-33
4,4115,Spånga 15 Risingeplan mm,Enbacksskolan,Uppingegränd 27-33,163 61,Spånga,59.3904109,17.905576,Uppingegränd 27-33
4,4116,Spånga 16 Glömminge-Sörgården,Enbacksskolan,Uppingegränd 27-33,163 61,Spånga,59.3904109,17.905576,Uppingegränd 27-33
4,4117,Spånga 17 Rinkebysvängen N,Rinkebyskolan,Rinkebystråket 53,163 05,Spånga,59.3891546,17.9249817,Rinkebystråket 53
4,4118,Spånga 18 Rinkebystråket,Rinkebyskolan,Rinkebystråket 53,163 05,Spånga,59.3891546,17.9249817,Rinkebystråket 53
4,4119,Spånga 19 Rinkebysvängen V,Rinkebyskolan,Rinkebystråket 53,163 05,Spånga,59.3891546,17.9249817,Rinkebystråket 53
4,4120,Spånga 20 Kvarnbyvägen mm,Rinkebyskolan,Rinkebystråket 53,163 05,Spånga,59.3891546,17.9249817,Rinkebystråket 53
4,4121,Spånga 21 Rinkeby C,Rinkebyskolan,Rinkebystråket 53,163 05,Spånga,59.3891546,17.9249817,Rinkebystråket 53
4,4122,Spånga 22 Rinkebysvängen Ö,Rinkebyskolan,Rinkebystråket 53,163 05,Spånga,59.3891546,17.9249817,Rinkebystråket 53
4,4123,Spånga 23 Rinkebysvängen S,Rinkebyskolan,Rinkebystråket 53,163 05,Spånga,59.3891546,17.9249817,Rinkebystråket 53
4,4124,Spånga 24 Spånga by,Enbacksskolan,Uppingegränd 27-33,163 61,Spånga,59.3904109,17.905576,Uppingegränd 27-33
4,4125,Spånga 25 Hjulstastråket södra,Hjulstaskolan,Hjulsta backar 6,163 65,Spånga,59.3966492,17.8890906,Hjulsta backar 6
4,4126,Spånga 26 Spånga torg-Lunda,Spånga gymnasium,Solhemsvägen 48-58,163 44,Spånga,59.3786377,17.8938301,Solhemsvägen 48-58
4,4127,Spånga 27 Rinkeby mellersta,Rinkebyskolan,Rinkebystråket 53,163 05,Spånga,59.3891546,17.9249817,Rinkebystråket 53
4,4201,Kista 1 Akalla C,Akalla grundskola,Mariehamnsgatan 3-5,164 71,Kista,59.4158764,17.9103999,Mariehamnsgatan 3-5
4,4202,Kista 2 Akalla Ö,Akalla grundskola,Mariehamnsgatan 3-5,164 71,Kista,59.4158764,17.9103999,Mariehamnsgatan 3-5
4,4203,Kista 3 Akalla N,Akalla grundskola,Mariehamnsgatan 3-5,164 71,Kista,59.4158764,17.9103999,Mariehamnsgatan 3-5
4,4204,Kista 4 Akalla V,Akalla grundskola,Mariehamnsgatan 3-5,164 71,Kista,59.4158764,17.9103999,Mariehamnsgatan 3-5
4,4205,Kista 5 Akalla S,Akalla grundskola,Mariehamnsgatan 3-5,164 71,Kista,59.4158764,17.9103999,Mariehamnsgatan 3-5
4,4206,Kista 6 Husby N,Husbygårdsskolan 4-9,Edvard Griegsgången 26,164 07,Kista,59.4107947,17.924397,Edvard Griegsgången 26
4,4207,Kista 7 Oslogatan,Husbygårdsskolan 4-9,Edvard Griegsgången 26,164 07,Kista,59.4107947,17.924397,Edvard Griegsgången 26
4,4208,Kista 8 Husby C,Husbygårdsskolan 4-9,Edvard Griegsgången 26,164 07,Kista,59.4107947,17.924397,Edvard Griegsgången 26
4,4209,Kista 9 Husby S,Husbygårdsskolan 4-9,Edvard Griegsgången 26,164 07,Kista,59.4107947,17.924397,Edvard Griegsgången 26
4,4210,Kista 10 Husby Ö,Husbygårdsskolan 4-9,Edvard Griegsgången 26,164 07,Kista,59.4107947,17.924397,Edvard Griegsgången 26
4,4211,Kista 11 Husby V,Husbygårdsskolan 4-9,Edvard Griegsgången 26,164 07,Kista,59.4107947,17.924397,Edvard Griegsgången 26
4,4212,Kista 12 Kista mellersta,Ärvingeskolan,Köpenhamnsgatan 11,164 25,Kista,59.4021463,17.9407718,Köpenhamnsgatan 11
